topic,argument,key_point,stance,label
The vow of celibacy should be abandoned,The vow of celibacy should be abandoned because it is unhealthy for anyone to repress feelings of desire and often leads to ghastly scandals in churches taking advantage of little children.,Celibacy leads to wrong sexual behaviour,1,1
The vow of celibacy should be abandoned,the vow of celibacy should be abandoned because it represents a major barrier to men considering entering the priesthood,Celibacy reduces the pool of people wanting to become priests,1,1
The vow of celibacy should be abandoned,the vow of celibacy should be abandoned because it today's world it mostly goes ignored,Celibacy is outdated,1,1
The vow of celibacy should be abandoned,the vow of celibacy should be abandoned because not everyone can hold up to the lifelong commintment,Celibacy is too pressuring/diffcult,1,1
The vow of celibacy should be abandoned,the vow of celibacy should be abandoned to prevent such unattainable pressures being placed upon religious leaders,Celibacy is too pressuring/diffcult,1,1
The vow of celibacy should be abandoned,"the vow of celibacy should be abandoned, repressing human nature has led to abuse and desperation",Celibacy leads to wrong sexual behaviour,1,1
The vow of celibacy should be abandoned,the vow of celibacy should not be abandoned as it shows the willingness to make sacrifices on behalf of god.,Celibacy allows a priest to focus on God,-1,1
The vow of celibacy should be abandoned,The vow of celibacy should not be abandoned as religious people have lived this way for a long time and their traditions should be respected.,Religious experiences and traditions should be maintained,-1,1
The vow of celibacy should be abandoned,the vow of celibacy should not be abandoned because it allows priests and nuns to concentrate on serving their god instead of being distracted by the needs of man.,Celibacy allows a priest to focus on God,-1,1
The vow of celibacy should be abandoned,the vow of celibacy should not be abandoned because it is part of some religions,Religious experiences and traditions should be maintained,-1,1
The vow of celibacy should be abandoned,the vow of celibacy should not be abandoned because people have the right to not enter into a marital or sexual relationship.,Priests choose to be celibates,-1,1
The vow of celibacy should be abandoned,the vow of celibacy should not be abandoned because the vow is scared and does not harm anyone that does not believe in the vow.,Celibacy is a strong religious belief,-1,1
The vow of celibacy should be abandoned,the vow of celibacy should not be abandoned because when a priest enters into service the church should be his highest calling,Celibacy allows a priest to focus on God,-1,1
The vow of celibacy should be abandoned,"the vow of celibacy shouldn't be abandoned - people should be allowed to do whatever they want to do,",Priests choose to be celibates,-1,1
The vow of celibacy should be abandoned,the vow of celibacy shouldn't be abandoned as everyone has a choice if they want to indulge in such activities,Priests choose to be celibates,-1,1
The vow of celibacy should be abandoned,the vow of celibacy shouldn't be abandoned because it can lower the spread of stds,Removing celibacy could lead to sexually reckless acts,-1,1
The vow of celibacy should be abandoned,the vow of celibacy shouldn't be abandoned because it is sacred to become a priests and it follows the way of the bible,Celibacy is a strong religious belief,-1,1
The vow of celibacy should be abandoned,the vow of celibacy shouldn't be abandoned because it is still important to many people and it goes hand and hand with many religions,Celibacy is a strong religious belief,-1,1
The vow of celibacy should be abandoned,the vow of celibacy shouldn't be abandoned their are some people who still believe in following this commitment.,Celibacy is a strong religious belief,-1,1
The vow of celibacy should be abandoned,the vow of celibacy strengthens one's relationship to god without carnal distractions.,Celibacy allows a priest to focus on God,-1,1
The vow of celibacy should be abandoned,"the vow of celibacy symbolizes a priest or nun's commitment to their calling, and is an important show of faith.",Celibacy is a strong religious belief,-1,1
The vow of celibacy should be abandoned,the vow of celibacy when used honestly means more focus on the flock than the priest's own family so should be kept.,Celibacy allows a priest to focus on God,-1,1
The vow of celibacy should be abandoned,"the vow of celibacy, and those who choose to make that vow, should be respected. it should be a matter of individual choice for the individual.",Priests choose to be celibates,-1,1
The vow of celibacy should be abandoned,"the vow of chastity should be abandoned as it goes against human needs, urges and instinct and can cause dysfunctional thinking and acts.",Celibacy is unhealthy/unnatural,1,1
The vow of celibacy should be abandoned,"the vow of chastity should be abandoned as it goes against human needs, urges and instinct and can cause dysfunctional thinking and acts.",Celibacy leads to wrong sexual behaviour,1,1
The vow of celibacy should be abandoned,there is a serious shortage of priests and this can be remedied by abandoning the vow of celibacy.,Celibacy reduces the pool of people wanting to become priests,1,1
The vow of celibacy should be abandoned,this is a church tradition that needs to be upheld.,Religious experiences and traditions should be maintained,-1,1
The vow of celibacy should be abandoned,this is an established tenet of certain churches. abandoning it would infringe on their freedom of religion,Celibacy is a strong religious belief,-1,1
The vow of celibacy should be abandoned,this is an established tenet of certain churches. abandoning it would infringe on their freedom of religion,Religious experiences and traditions should be maintained,-1,1
The vow of celibacy should be abandoned,this is an outdated practice that has no bearing in todays world.,Celibacy is outdated,1,1
The vow of celibacy should be abandoned,this practice is not natural and often leads to secret crimes especially on children.,Celibacy is unhealthy/unnatural,1,1
The vow of celibacy should be abandoned,this practice is not natural and often leads to secret crimes especially on children.,Celibacy leads to wrong sexual behaviour,1,1
The vow of celibacy should be abandoned,this vow is a sacred thing and means the person has chosen to concentrate wholly on god not their own wants.,Celibacy allows a priest to focus on God,-1,1
The vow of celibacy should be abandoned,to move with the modern times the vow of celibacy should be abandoned.,Celibacy is outdated,1,1
The vow of celibacy should be abandoned,too often this vow is broken and becomes difficult for someone to adhere to. it is not a necessity and goes against the law of nature.,Celibacy is too pressuring/diffcult,1,1
The vow of celibacy should be abandoned,traditionally some religions feel like the practice of celibacy ensures their members are purer.,Celibacy makes the priests to be perceived as holy,-1,1
The vow of celibacy should be abandoned,vow of celibacy is important for some religious members and should be allowed to remain.,Celibacy is a strong religious belief,-1,1
The vow of celibacy should be abandoned,vow of celibacy is no longer relevant in the modern era and should be abolished.,Celibacy is outdated,1,1
The vow of celibacy should be abandoned,vow of celibacy is not fair to put on any human being because everyone has sexual urges which means the priests can commit evil acts of sex on minors. it should be abandoned.,Celibacy leads to wrong sexual behaviour,1,1
The vow of celibacy should be abandoned,vows of celibacy are a way of expressing devotion and channelling ones thoughts away from desire into worship.,Celibacy allows a priest to focus on God,-1,1
The vow of celibacy should be abandoned,"vows of celibacy are an archaic remnant of an older way of thinking and for the sake of bringing religious leaders closer to understanding the lives of normal people, should be left behind",Celibacy is outdated,1,1
The vow of celibacy should be abandoned,"we are all open to temptation even those who have vowed celibacy. denial can lead to depression, anxiety and increasingly the chance of inappropriate actions to secretly meet desires.",Celibacy is too pressuring/diffcult,1,1
The vow of celibacy should be abandoned,"we are all open to temptation even those who have vowed celibacy. denial can lead to depression, anxiety and increasingly the chance of inappropriate actions to secretly meet desires.",Celibacy leads to wrong sexual behaviour,1,1
The vow of celibacy should be abandoned,we live in a free and open society if people choose to be celibate then we should respect their choice.,Priests choose to be celibates,-1,1
The vow of celibacy should be abandoned,"we live in a time were people's sexual experience isn't important anymore, being a virgin isn't a requisite to marriage.",Celibacy is outdated,1,1
The vow of celibacy should be abandoned,we should not abandon the vow of celibacy because it is a centuries old custom that is seen as sacred and holy.,Religious experiences and traditions should be maintained,-1,1
The vow of celibacy should be abandoned,"we should not abandon the vow of celibacy, to some religious clergy it is a fundamental part of their faith and it ought to be their choice to make this commitment",Celibacy is a strong religious belief,-1,1
The vow of celibacy should be abandoned,When someone becomes a nun or priest they should wholly devote themselves to God only.,Celibacy allows a priest to focus on God,-1,1
The vow of celibacy should be abandoned,"with the sexual revolution, the vow of celibacy is outdated and has little value in today's society.",Celibacy is outdated,1,1
We should abandon marriage,"A couple doesn't have to bind themselves legally to one another, by marrying, to prove their love.",Most of the advantages of marriage are achieved by a monogamous relationship,1,1
We should abandon marriage,"as society and values change, marriage is no longer as popular as it once was and divorce rates continue to climb.",Marriages are unstable,1,1
We should abandon marriage,"by adopting such practice we can get rid of all the burdens associate with marriage like financial, legal and social obligations.",Marriages tie up people with unfair obligations,1,1
We should abandon marriage,children from parents who are committed to each other grow up to be more well adjusted,Marriage benefits children,-1,1
We should abandon marriage,children have better outcomes in life when their parents are married,Marriage benefits children,-1,1
We should abandon marriage,committment and stability are important in the lives of children and marriage provides these qualities,Marriage benefits children,-1,1
We should abandon marriage,"Even with high rates of divorce, married couples and the children of married parents ultimately have more stable and emotionally healthy lives than their unmarried counterparts.",Marriage benefits children,-1,1
We should abandon marriage,far too many marriages dissolve before the death of either individual; we might as well get rid of marriages entirely.,Marriages are unstable,1,1
We should abandon marriage,fifty percent of marriages end in divorce which is letting us know that the idea of marriage as lifelong is no longer realistic,Marriages are unstable,1,1
We should abandon marriage,"i don't think we should abandon marriage, those that are happily married tend to live very long.",Marriage makes people happy,-1,1
We should abandon marriage,it provides a stable environment for children,Marriage benefits children,-1,1
We should abandon marriage,marriage allows the legality of a spouse to be able to obtain medical information in the instance that a spouse is sick and/or hospitalized as well as acces to healthcare under a spouse's coverage plan.,Marriage provides important financial benefits,-1,1
We should abandon marriage,"marriage and the accompanying wedding imposes massive financial hardship at the start of a relationship, often contributing to its eventual dissolution.",Marriages tie up people with unfair obligations,1,1
We should abandon marriage,"Marriage as a social institution is based on outdated notions of exchanging property and other resources in order to purchase or take ownership over a woman, and these practices should be abandoned.",Marriage preserves norms that are harmful for women,1,1
We should abandon marriage,marriage between two people creates a committed union forming the basis of a strong and secure union that is a safe setting to nurture children. it is a statement to the world of a bond between two peoples.,Marriage benefits children,-1,1
We should abandon marriage,marriage can be difficult to dissolve if the relationship breaks down. without marriage the couple will be able to get on with their separate lives much quicker.,Marriages tie up people with unfair obligations,1,1
We should abandon marriage,"marriage contributes a solild framework and structure to a relationship, gives legal representation and stability.","Marriage is important for people, either generally or because of religious/traditional reasons",-1,1
We should abandon marriage,marriage has important religious groundings and we should not forbid people from following and adhering to their faith.,"Marriage is important for people, either generally or because of religious/traditional reasons",-1,1
We should abandon marriage,marriage has roots in patriarchy and misogyny therefore it is time to move on to a new system.,Marriage preserves norms that are harmful for women,1,1
We should abandon marriage,marriage helps to ensure the both parties and their children receive the support that is needed in life.,Marriage benefits children,-1,1
We should abandon marriage,marriage in an obsolete institution that legally entangles people and does not let them free without incuring costs.,Marriages tie up people with unfair obligations,1,1
We should abandon marriage,marriage is a dated institution that unfairly benefits the patriarchy.,Marriage preserves norms that are harmful for women,1,1
We should abandon marriage,marriage is a legal relationship so you can claim certain benefits and get inheritance when your loved ones dies.,Marriage provides important financial benefits,-1,1
We should abandon marriage,"marriage is a sacred act in many religions. there's no reason to abandon it completely. don't want to get married, don't do. abandonment is not the answer.","Marriage is important for people, either generally or because of religious/traditional reasons",-1,1
We should abandon marriage,marriage is a sacred act in several religions and abandoning it removes that from them. we can't do that.,"Marriage is important for people, either generally or because of religious/traditional reasons",-1,1
We should abandon marriage,marriage is a sacred agreement between two people and should be honored,"Marriage is important for people, either generally or because of religious/traditional reasons",-1,1
We should abandon marriage,marriage is a sacred bond that is highly regarded in various religions.,"Marriage is important for people, either generally or because of religious/traditional reasons",-1,1
We should abandon marriage,marriage is a sacred thing for many people and should not be abandoned.,"Marriage is important for people, either generally or because of religious/traditional reasons",-1,1
We should abandon marriage,marriage is a social construct to oppress women & is backed by & enforced by the patriarchy,Marriage preserves norms that are harmful for women,1,1
We should abandon marriage,marriage is a solid foundation with which to build a family and it should be held as sacred always.,"Marriage is important for people, either generally or because of religious/traditional reasons",-1,1
We should abandon marriage,marriage is a straight-forward way to legalise a union and ensure arrangements such as inheritances and benefits are simplified.,Marriage provides important financial benefits,-1,1
We should abandon marriage,marriage is a very important institution that must be kept as a bond between people that cannot be easily broken on a whim,"Marriage is important for people, either generally or because of religious/traditional reasons",-1,1
We should abandon marriage,Marriage is a way for a couple to deepen their bonds to each other.,Marriage makes the couple closer,-1,1
We should abandon marriage,Marriage is a way to bring families together and to grow the web of support that one has in their lives by creating these bonds that are incredibly meaningful to people.,"Marriage is important for people, either generally or because of religious/traditional reasons",-1,1
We should abandon marriage,"marriage is a wholesome, normal act that teaches family values. we shouldn't be abandoning the concept but rather fear why more marriages are failing these days and fix it.","Marriage is important for people, either generally or because of religious/traditional reasons",-1,1
We should abandon marriage,marriage is an archaic form of oppression against women and should be abandoned. it is used to tie a woman to a man to support the man in his success while diminishing the woman to a subservient role.,Marriage preserves norms that are harmful for women,1,1
We should abandon marriage,"marriage is an expression of love, and the gravity of it encourages couples to persevere with their relationship through difficult periods.","Marriage is important for people, either generally or because of religious/traditional reasons",-1,1
We should abandon marriage,"marriage is an expression of love, and the gravity of it encourages couples to persevere with their relationship through difficult periods.",Marriage makes the couple closer,-1,1
We should abandon marriage,marriage is an important bond between people that offers financial and social benefits for those who choose to participate.,Marriage provides important financial benefits,-1,1
We should abandon marriage,Marriage is an important covenant relationship that should be protected at all costs.,"Marriage is important for people, either generally or because of religious/traditional reasons",-1,1
We should abandon marriage,marriage is an important institution that can provide a secure foundation for raising children.,Marriage benefits children,-1,1
We should abandon marriage,"marriage is an important religious ceremony and belief system, which provides a stability and family values.","Marriage is important for people, either generally or because of religious/traditional reasons",-1,1
We should abandon marriage,marriage is an important safeguard in terms of legal and financial binding.,Marriage provides important financial benefits,-1,1
We should abandon marriage,marriage is an importiant part of family life.,"Marriage is important for people, either generally or because of religious/traditional reasons",-1,1
We should abandon marriage,marriage is an institution founded on the outdated notion that women are property and should be discontinued,Marriage preserves norms that are harmful for women,1,1
We should abandon marriage,marriage is an institution that holds women down.,Marriage preserves norms that are harmful for women,1,1
We should abandon marriage,marriage is an old construct that largely fails in our modern society. we simply aren't designed to be compatible through all stages of life,Marriages are unstable,1,1
We should abandon marriage,marriage is an out-dated patriarchal system of ownership of women that has no place in modern societies.,Marriage preserves norms that are harmful for women,1,1
We should abandon marriage,marriage is an outdated insitution that is not seen in the same way as it was years ago tying two people together and costs both parties a huge amount of money to get out of if they want to end the marriage.,Marriages tie up people with unfair obligations,1,1
We should abandon marriage,marriage is an outdated institution that has little meaning in today's society when it is perfectly acceptable for unmarried couples to live together.,Most of the advantages of marriage are achieved by a monogamous relationship,1,1
We should abandon marriage,Marriage is an outdated institution that rarely last very long anyway.,Marriages are unstable,1,1
We should abandon marriage,marriage is an outdated tradition that usually ends in divorce anyways.,Marriages are unstable,1,1
We should abandon marriage,marriage is antiquated and not necessary for couples who are committed to each other.,Most of the advantages of marriage are achieved by a monogamous relationship,1,1
We should abandon marriage,Marriage is associated with stable families; stable families produce happier children.,Marriage benefits children,-1,1
We should abandon marriage,Marriage is becoming obsolete with more and more youth cohabiting without the need to celebrate anything. Celebration is costly and deprive couples the means for sustaining their family,Most of the advantages of marriage are achieved by a monogamous relationship,1,1
We should abandon marriage,marriage is confining and restricting and serves no purpose,Marriages tie up people with unfair obligations,1,1
We should abandon marriage,marriage is no longer necessary to obtain the benefits that have traditionally been associated with it,Most of the advantages of marriage are achieved by a monogamous relationship,1,1
We should abandon marriage,"Marriage is not compatible with human biology, as is evidenced by rising divorce rates and continually high rates of infidelity amongst married individuals.",Marriages are unstable,1,1
We should abandon marriage,"marriage is not only a status that is recognized by the government, it is also a religious union and committment.","Marriage is important for people, either generally or because of religious/traditional reasons",-1,1
We should abandon marriage,"marriage is now an institution that fails in the majority of cases - it is clearly an expensive, outdated avenue.",Marriages are unstable,1,1
We should abandon marriage,"marriage is one of the essential elements of society. it is centered around the concept of forming strong, coherent and dependable family.","Marriage is important for people, either generally or because of religious/traditional reasons",-1,1
We should abandon marriage,marriage is one of the fundamental pillars to be able to form a family,"Marriage is important for people, either generally or because of religious/traditional reasons",-1,1
We should abandon marriage,marriage is outdated and is no longer needed as people rarely stay together anyway.,Marriages are unstable,1,1
We should abandon marriage,marriage is revered in religious faith and has been an institution that provides legal and symbolic love and lifelong virtue.,"Marriage is important for people, either generally or because of religious/traditional reasons",-1,1
We should abandon marriage,marriage is sacred and confirms a couples commitment to one another.,"Marriage is important for people, either generally or because of religious/traditional reasons",-1,1
We should abandon marriage,marriage is something given from god and abandon it will be disaster for humanity and the chaos door will be wide open.,"Marriage is important for people, either generally or because of religious/traditional reasons",-1,1
We should abandon marriage,Marriage is still a tradition that many people uphold and should not abandon.,"Marriage is important for people, either generally or because of religious/traditional reasons",-1,1
We should abandon marriage,marriage is still a valuable part of our society,"Marriage is important for people, either generally or because of religious/traditional reasons",-1,1
We should abandon marriage,marriage is still important when recognised in law and brings stability to a family.,Marriage benefits children,-1,1
We should abandon marriage,marriage is still valid for those who belief in the commitment,"Marriage is important for people, either generally or because of religious/traditional reasons",-1,1
We should abandon marriage,marriage is the base of the society. children growing up in married couples are more stable and not stressed than the non-married couples one,Marriage benefits children,-1,1
We should abandon marriage,marriage is the foundation for our society's basic family structure,"Marriage is important for people, either generally or because of religious/traditional reasons",-1,1
We should abandon marriage,marriage is the ideal stable relationship to raise children and helps people to live longer more stable lives.,Marriage benefits children,-1,1
We should abandon marriage,marriage is the law of god and very moral.,"Marriage is important for people, either generally or because of religious/traditional reasons",-1,1
We should abandon marriage,marriage is too ingrained in our culture to abandon.,"Marriage is important for people, either generally or because of religious/traditional reasons",-1,1
We should abandon marriage,Marriage is traditional and shows the unity between a couple.,"Marriage is important for people, either generally or because of religious/traditional reasons",-1,1
We should abandon marriage,marriage is very important to some people and should be available to them,"Marriage is important for people, either generally or because of religious/traditional reasons",-1,1
We should abandon marriage,"marriage makes you lose your personal freedom and having to share everything with your partner, it should be abandoned",Marriages tie up people with unfair obligations,1,1
We should abandon marriage,marriage offers a greater potential for increasing wealth.,Marriage provides important financial benefits,-1,1
We should abandon marriage,"Marriage often serves both culturally and religiously important purposes, and abandoning marriage altogether is likely impossible because of the deep ties it has in a persons identity and conception of the world.","Marriage is important for people, either generally or because of religious/traditional reasons",-1,1
We should abandon marriage,marriage provides a more stable enviroment in which to bring up children,Marriage benefits children,-1,1
We should abandon marriage,"marriage provides a safe, secure foundation for children.",Marriage benefits children,-1,1
We should abandon marriage,marriage provides a stable and secure home for the children and should not be abandoned.,Marriage benefits children,-1,1
We should abandon marriage,marriage provides much needed emotional and financial stability for children.,Marriage benefits children,-1,1
We should abandon marriage,marriage provides stability and a commitment between people which strengthens relationships and to abandon it would be to turn out backs on something good.,Marriage makes the couple closer,-1,1
We should abandon marriage,marriage provides stability and it helps families,Marriage benefits children,-1,1
We should abandon marriage,marriage puts women in the subservient role and keeps them there.,Marriage preserves norms that are harmful for women,1,1
We should abandon marriage,marriage should not be abandoned as formal religious bonding keeps couples together,"Marriage is important for people, either generally or because of religious/traditional reasons",-1,1
We should abandon marriage,marriage shouldn't be abandoned because it is a scared thing and bonds two people together as one and many people still believe in that,"Marriage is important for people, either generally or because of religious/traditional reasons",-1,1
We should abandon marriage,marriage shouldn't be abandoned because it's a historical union between two people that has been going on for centuries. we cannot stop people from being married because our societal system is built around it,"Marriage is important for people, either generally or because of religious/traditional reasons",-1,1
We should abandon marriage,marriage shouldn't be abandoned because of the affect that it can have on both parties finances,Marriage provides important financial benefits,-1,1
We should abandon marriage,marriage still holds a place in tradition and in the law,"Marriage is important for people, either generally or because of religious/traditional reasons",-1,1
We should abandon marriage,marriage traps people into a legal contract that they find hard to get out of if they decide later that it is not what was right for them.,Marriages tie up people with unfair obligations,1,1
We should abandon marriage,"marriage, weddings and divorces, they cost thousands and thousands and mean very little, often causing more stress and upheaval than happiness",Marriages are unstable,1,1
We should abandon marriage,"marriages are no longer lasting at the same rate they have been, so it should be avoided.",Marriages are unstable,1,1
We should abandon marriage,married people enjoy better health and longer lives than unmarried people.,Marriage makes people happy,-1,1
We should abandon marriage,"most marriages end in divorce, which causes an economic hardship on both parties. it makes more financial sense to not get married in the first place",Marriages tie up people with unfair obligations,1,1
We should abandon marriage,most of the tine marriage just ends in divorce anyway.,Marriages are unstable,1,1
We should abandon marriage,"People should be free to do what they want with other consenting adults, and so if two people want to get married the state and society should not denounce them or stand in their way.","Marriage is important for people, either generally or because of religious/traditional reasons",-1,1
We should abandon marriage,so many marriages end in divorce these days that there barely seems any point in it.,Marriages are unstable,1,1
We should abandon marriage,society needs people who commit to marriage rather than just living together as an example to children that a lifetime commitment really does mean that.,Marriage benefits children,-1,1
We should abandon marriage,some cultures rely on marriage to be with their partners without being punished.,"Marriage is important for people, either generally or because of religious/traditional reasons",-1,1
We should abandon marriage,studies show that people who are married are happier and healthier than those who are not,Marriage makes people happy,-1,1
We should abandon marriage,"the legality of marriage helps with health care and government benefits,",Marriage provides important financial benefits,-1,1
We should abandon marriage,there is no need for marriage in this society. too many marriages end in divorce. it would be easier to just get rid of that altogether. safe money and stress.,Marriages are unstable,1,1
We should abandon marriage,"to abandon marriage would be removing rights that people have bought into as a fundamental part of their existence, it harms no one and is incredibly meaningful for many","Marriage is important for people, either generally or because of religious/traditional reasons",-1,1
We should abandon marriage,"to preserve the assets of the couple, marriage is absolutely necessary",Marriage provides important financial benefits,-1,1
We should abandon marriage,too many marriages end up in divorce and many couples are just living together without it now.,Marriages are unstable,1,1
We should abandon marriage,very few marriages work out anymore and there are more divorces then ever.,Marriages are unstable,1,1
We should abandon marriage,We should abandon marriage as with divorce rates so high it is clear that is has become an outmoded concept.,Marriages are unstable,1,1
We should abandon marriage,we should abandon marriage because a lot of people are living together without being married so it's a waste to have marriages nowadays,Most of the advantages of marriage are achieved by a monogamous relationship,1,1
We should abandon marriage,we should abandon marriage because a lot of people don't take their wedding vows seriously any way and cheat on their spouse,Marriages are unstable,1,1
We should abandon marriage,we should abandon marriage because in the world we live in today does not need marriage. many people live together and are perfectly happy without being married.,Most of the advantages of marriage are achieved by a monogamous relationship,1,1
We should abandon marriage,"we should abandon marriage because it is an old contract that serves no purpose in our world, and ties people together unnecessarily",Marriages tie up people with unfair obligations,1,1
We should abandon marriage,we should abandon marriage because it is no longer relevant in society. not everyone has equal access to it which is unfair but also many of these marriages end in divorce.,Marriages are unstable,1,1
We should abandon marriage,we should abandon marriage because people don't stay married too often nowadays anyway,Marriages are unstable,1,1
We should abandon marriage,we should abandon marriage since very few people marry these days and most that do end up in divorce.,Marriages are unstable,1,1
We should abandon marriage,we should never abandon marriage. it means making a commitment and sticking to it through good and bad. it's a way to show someone how much they mean to you.,Marriage makes the couple closer,-1,1
We should abandon marriage,we should never abandon the union of marriage sine that is what our higher power intended for a man and woman.,"Marriage is important for people, either generally or because of religious/traditional reasons",-1,1
We should abandon marriage,we should not abandon marriage because it is an important commitment that helps keep society going.,"Marriage is important for people, either generally or because of religious/traditional reasons",-1,1
We should abandon marriage,we should not abandon marriage because it is important and a union made between two people under god.,"Marriage is important for people, either generally or because of religious/traditional reasons",-1,1
We should abandon marriage,we should not abandon marriage because it's a tradition and it shows the love and trust between two individuals.,"Marriage is important for people, either generally or because of religious/traditional reasons",-1,1
We should abandon marriage,we should not abandon marriage because many religious people still believe in marriage,"Marriage is important for people, either generally or because of religious/traditional reasons",-1,1
We should abandon marriage,"we should not get rid of marriage because it is a special union for both religious and non-religious families. with marriage, two people become one and they essentially share everything that they own","Marriage is important for people, either generally or because of religious/traditional reasons",-1,1
We should abandon marriage,we shouldn't abandon marriage because is important for faith and peace,"Marriage is important for people, either generally or because of religious/traditional reasons",-1,1
We should abandon marriage,we shouldn't abandon marriage because is important for society and union for people,"Marriage is important for people, either generally or because of religious/traditional reasons",-1,1
We should abandon marriage,Weddings are an economic boon for many sectors of society.,Marriage provides important financial benefits,-1,1
We should abandon marriage,Weddings are joyous events for family and friends.,Marriage makes people happy,-1,1
We should abandon marriage,"with divorce rates up so high, we should abandon marriage as an archaic and broken tradition.",Marriages are unstable,1,1
We should abandon the use of school uniform,"A real education is about giving students the tools to learn, think, and express themselves; dictating to them what to wear sends a strong message that we don't trust them to think on their own.",School uniform is harming the student's self expression,1,1
We should abandon the use of school uniform,children express themselves through the clothes they wear and should be able to do this at school,School uniform is harming the student's self expression,1,1
We should abandon the use of school uniform,"children should be able to dress as they wish, within reason, at school rather than being restricted from expressing themselves through their clothes.",School uniform is harming the student's self expression,1,1
We should abandon the use of school uniform,children should be allowed to express themselves,School uniform is harming the student's self expression,1,1
We should abandon the use of school uniform,forcing children into wearing school uniforms shows our children that they cannot think as individuals and must conform to societies way of thinking.,School uniforms increase conformity or harm individuality,1,1
We should abandon the use of school uniform,freedom of expression extends to the right to choose one's own clothing and a school uniform prevents this choice.,School uniform is harming the student's self expression,1,1
We should abandon the use of school uniform,giving children freedom to choose what they want to wear is a fundamental right and enables them to feel comfortable in their attire rather than constrained by all wearing the same clothing.,School uniforms are often uncomfortable/sexist,1,1
We should abandon the use of school uniform,having a school uniform can reduce bullying as students who have no style or cannot afford the latest trends do not stand out.,School uniform reduces bullying,-1,1
We should abandon the use of school uniform,"if you are not required to wear a uniform, you are free to choose clothing styles that are more favorable to your body type and coloring, which allows you to look your best",School uniforms increase conformity or harm individuality,1,1
We should abandon the use of school uniform,it is a good way to instill discipline,School uniforms encourage discipline or focus on learning,-1,1
We should abandon the use of school uniform,"it is cheaper for parents to buy school uniforms, which is helpful to parents that are struggling financially.",School uniforms saves costs,-1,1
We should abandon the use of school uniform,it is not fair to not allow children to express their personality through dress as long as it is appropriate.,School uniform is harming the student's self expression,1,1
We should abandon the use of school uniform,Kids having to wear school uniforms is not fair because it doesn't allow individuality,School uniforms increase conformity or harm individuality,1,1
We should abandon the use of school uniform,kids should be able to express them selves with their clothing,School uniform is harming the student's self expression,1,1
We should abandon the use of school uniform,kids should be allowed to wear what is comfortable and be able to express themselves. we can have a dress policy to make sure it's appropriate. there is no need for everyone to wear uniforms.,School uniform is harming the student's self expression,1,1
We should abandon the use of school uniform,many students argue that they lose their self-identity because of school uniforms,School uniform is harming the student's self expression,1,1
We should abandon the use of school uniform,many students argue that they lose their self-identity because of school uniforms,School uniforms increase conformity or harm individuality,1,1
We should abandon the use of school uniform,"Minors have very few rights as it is, why take away their freedom of expression when there are no harms in allowing it?",School uniform is harming the student's self expression,1,1
We should abandon the use of school uniform,one of the benefits of school uniforms is that families save money because they limit the amount of clothing a student needs to purchase,School uniforms saves costs,-1,1
We should abandon the use of school uniform,people like to express who they are through clothing & collective uniforms stifles this form of personal expression,School uniform is harming the student's self expression,1,1
We should abandon the use of school uniform,people should be able to wear whatever they want. a school uniform stunts students' creativity.,School uniform harms learning/creativity,1,1
We should abandon the use of school uniform,people should be able to wear whatever they want. a school uniform stunts students' creativity.,School uniform is harming the student's self expression,1,1
We should abandon the use of school uniform,researchers found that in schools across the world with uniform policies students are more disciplined and concentrated,School uniforms encourage discipline or focus on learning,-1,1
We should abandon the use of school uniform,school unforms stifle freedom of expression. they can be costly and make circumstances difficult for those on a budget,School uniform is harming the student's self expression,1,1
We should abandon the use of school uniform,school unforms stifle freedom of expression. they can be costly and make circumstances difficult for those on a budget,School uniforms are expensive,1,1
We should abandon the use of school uniform,school uniform are just right because otherwise will be recognized between kids who is rich and who is not.,School uniforms create a sense of equality/unity,-1,1
We should abandon the use of school uniform,school uniform does not allow for individuals to express themselves and grow as a person,School uniform is harming the student's self expression,1,1
We should abandon the use of school uniform,"school uniform enables all children to look the same, thus reducing the likelihood of bullying.",School uniform reduces bullying,-1,1
We should abandon the use of school uniform,"school uniform helps all children attend on a level playing field, free from worry about trying to keep up with expensive fashion trends.",School uniforms create a sense of equality/unity,-1,1
We should abandon the use of school uniform,"school uniform helps all children attend on a level playing field, free from worry about trying to keep up with expensive fashion trends.",School uniforms saves costs,-1,1
We should abandon the use of school uniform,school uniform is a useless and expensive way to define pupils,School uniforms are expensive,1,1
We should abandon the use of school uniform,School uniform is adequate. It is useful for leveling people social position and for children concentration in class,School uniforms create a sense of equality/unity,-1,1
We should abandon the use of school uniform,School uniform is adequate. It is useful for leveling people social position and for children concentration in class,School uniforms encourage discipline or focus on learning,-1,1
We should abandon the use of school uniform,"school uniform is expensive and may mean families cannot afford other essentials after paying for uniform, or they may have to buy substandard uniform which opens children to discrimination.",School uniforms are expensive,1,1
We should abandon the use of school uniform,school uniform is necessary to avoid poor students to feel any different,School uniforms create a sense of equality/unity,-1,1
We should abandon the use of school uniform,school uniform is unaffordable for many single parents and should be abandoned.,School uniforms are expensive,1,1
We should abandon the use of school uniform,school uniform keeps everyone looking the same and prevents bullying.,School uniform reduces bullying,-1,1
We should abandon the use of school uniform,school uniform limits the ability of young people to develop their identity and express who they are,School uniform is harming the student's self expression,1,1
